line_number;term;score;text
75;defeat;-0.816;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;their;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;will;0.396;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;vast;0.04;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;what;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;next;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;and;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;and;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;was;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;all;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;of;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;to;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;to;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
75;at;0.0;Next, I will direct all members of my cabinet to marshal the vast powers at their disposal to defeat what was record inflation and rapidly bring down costs and prices.  (Applause.)
77;and that;-0.066;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;escalating;0.292;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;inflation;-0.562;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;emergency;-0.6;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;applause;0.906;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;national;0.396;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;declare;0.354;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;massive;0.138;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;energy;0.888;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;energy;0.888;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;caused;-0.312;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;crisis;-0.584;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;today;0.612;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;drill;-0.5;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;drill;-0.5;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;baby;0.674;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;will;0.396;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;will;0.396;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;also;0.0;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;and;0.0;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;was;0.0;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;why;0.0;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;we;0.267;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;is;0.0;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
77;by;0.0;The inflation crisis was caused by massive overspending and escalating energy prices, and that is why today I will also declare a national energy emergency.  We will drill, baby, drill.  (Applause.)
79;once again;-0.134;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;on earth;0.206;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;going to;0.162;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;manufacturing;0.306;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;manufacturing;0.306;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;something;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;applause;0.906;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;country;0.396;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;largest;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;nation;0.188;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;nation;0.188;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;amount;0.124;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;other;-0.056;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;have;0.514;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;have;0.514;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;will;0.396;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;will;0.396;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;that;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;oil;0.042;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;and;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;and;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;and;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;are;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;use;-0.124;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;use;-0.124;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;gas;-0.208;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;be;0.34;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;we;0.267;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;we;0.267;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;we;0.267;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;of;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;of;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;it;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
79;it;0.0;America will be a manufacturing nation once again, and we have something that no other manufacturing nation will ever have — the largest amount of oil and gas of any country on earth — and we are going to use it.  We’ll use it.  (Applause.)
81;all over;-0.032;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;strategic;0.643;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;applause;0.906;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;reserves;0.306;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;energy;0.888;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;export;0.134;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;right;0.48;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;bring;0.27;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;world;0.244;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;again;-0.096;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;fill;0.458;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;will;0.396;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;down;-0.584;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;top;0.52;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;and;0.0;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;our;0.0;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;up;0.63;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;we;0.267;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
81;to;0.0;We will bring prices down, fill our strategic reserves up again right to the top, and export American energy all over the world.  (Applause.)
83;do it;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;nation;0.188;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;liquid;0.124;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;under;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;again;-0.096;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;gold;0.878;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;rich;0.764;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;will;0.396;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;will;0.396;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;help;0.346;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;feet;0.02;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;that;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;that;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;and;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;our;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;be;0.34;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;we;0.267;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;to;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;is;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
83;it;0.0;We will be a rich nation again, and it is that liquid gold under our feet that will help to do it.
85;new deal;0.5;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;applause;0.906;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;industry;0.3;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;electric;-0.084;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;vehicle;0.282;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;keeping;0.184;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;mandate;-0.104;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;sacred;0.666;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;pledge;0.438;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;saving;0.326;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;revoke;-0.498;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;great;0.916;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;today;0.612;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;green;0.26;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;will;0.396;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;will;0.396;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;auto;0.142;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;with;0.0;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;and;0.0;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;and;0.0;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;our;0.0;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;our;0.0;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;end;-0.604;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;we;0.267;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;we;0.267;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
85;to;0.0;With my actions today, we will end the Green New Deal, and we will revoke the electric vehicle mandate, saving our auto industry and keeping my sacred pledge to our great American autoworkers.  (Applause.)
87;be able;0.434;In other words, you’ll be able to buy the car of your choice.
87;choice;0.49;In other words, you’ll be able to buy the car of your choice.
87;words;0.42;In other words, you’ll be able to buy the car of your choice.
87;other;-0.056;In other words, you’ll be able to buy the car of your choice.
87;your;0.0;In other words, you’ll be able to buy the car of your choice.
87;car;0.552;In other words, you’ll be able to buy the car of your choice.
87;buy;0.542;In other words, you’ll be able to buy the car of your choice.
87;of;0.0;In other words, you’ll be able to buy the car of your choice.
87;to;0.0;In other words, you’ll be able to buy the car of your choice.
89;thank you;0.766;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;a few;-0.138;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;tremendously;0.438;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;confidence;0.918;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;applause;0.906;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;possible;0.376;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;dreamt;0.624;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;nation;0.188;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;nobody;-0.6;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;build;0.542;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;years;0.306;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;could;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;their;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;again;-0.096;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;just;0.63;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;have;0.514;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;will;0.396;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;vote;0.164;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;vote;0.164;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;rate;0.042;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;that;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;your;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;with;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;and;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;for;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;did;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;our;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;ago;-0.366;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;we;0.267;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;we;0.267;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;of;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;of;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;to;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
89;at;0.0;We will build automobiles in America again at a rate that nobody could have dreamt possible just a few years ago.  And thank you to the autoworkers of our nation for your inspiring vote of confidence.  We did tremendously with their vote.  (Applause.)
91;instead of;-0.064;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;immediately;0.104;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;countries;0.0;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;countries;0.0;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;applause;0.906;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;families;0.833;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;overhaul;0.0;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;protect;0.646;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;foreign;0.146;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;enrich;0.792;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;enrich;0.792;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;system;0.23;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;tariff;-0.082;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
91;begin;0.354;I will immediately begin the overhaul of our trade system to protect American workers and families.  Instead of taxing our citizens to enrich other countries, we will tariff and tax foreign countries to enrich our citizens.  (Applause.)
